Category,Name,Symbol,Definition,Units/Dimension,Bucket,Typical Value / Formula,Estimation / Source,Notes
Technical Indicators,EMA period 2,α_2,EMA smoothing factor,dimensionless,E,0.666667,Definition α = 2/(2+1),Default; tunable
Technical Indicators,ATR period 169,ATR_169,Average True Range lookback period,periods,E,169,Default (Wilder),Volatility measure
Technical Indicators,ATR period 170,ATR_170,Average True Range lookback period,periods,E,170,Default (Wilder),Volatility measure
Technical Indicators,ATR period 171,ATR_171,Average True Range lookback period,periods,E,171,Default (Wilder),Volatility measure
Technical Indicators,ATR period 172,ATR_172,Average True Range lookback period,periods,E,172,Default (Wilder),Volatility measure
Technical Indicators,ATR period 173,ATR_173,Average True Range lookback period,periods,E,173,Default (Wilder),Volatility measure
Technical Indicators,ATR period 174,ATR_174,Average True Range lookback period,periods,E,174,Default (Wilder),Volatility measure
Technical Indicators,ATR period 175,ATR_175,Average True Range lookback period,periods,E,175,Default (Wilder),Volatility measure
Technical Indicators,ATR period 176,ATR_176,Average True Range lookback period,periods,E,176,Default (Wilder),Volatility measure
Technical Indicators,ATR period 177,ATR_177,Average True Range lookback period,periods,E,177,Default (Wilder),Volatility measure
Technical Indicators,ATR period 178,ATR_178,Average True Range lookback period,periods,E,178,Default (Wilder),Volatility measure
Technical Indicators,ATR period 179,ATR_179,Average True Range lookback period,periods,E,179,Default (Wilder),Volatility measure
Technical Indicators,ATR period 180,ATR_180,Average True Range lookback period,periods,E,180,Default (Wilder),Volatility measure
Technical Indicators,ATR period 181,ATR_181,Average True Range lookback period,periods,E,181,Default (Wilder),Volatility measure
Technical Indicators,ATR period 182,ATR_182,Average True Range lookback period,periods,E,182,Default (Wilder),Volatility measure
Technical Indicators,ATR period 183,ATR_183,Average True Range lookback period,periods,E,183,Default (Wilder),Volatility measure
Technical Indicators,ATR period 184,ATR_184,Average True Range lookback period,periods,E,184,Default (Wilder),Volatility measure
Technical Indicators,ATR period 185,ATR_185,Average True Range lookback period,periods,E,185,Default (Wilder),Volatility measure
Technical Indicators,ATR period 186,ATR_186,Average True Range lookback period,periods,E,186,Default (Wilder),Volatility measure
Technical Indicators,ATR period 187,ATR_187,Average True Range lookback period,periods,E,187,Default (Wilder),Volatility measure
Technical Indicators,ATR period 188,ATR_188,Average True Range lookback period,periods,E,188,Default (Wilder),Volatility measure
Technical Indicators,ATR period 189,ATR_189,Average True Range lookback period,periods,E,189,Default (Wilder),Volatility measure
Technical Indicators,ATR period 190,ATR_190,Average True Range lookback period,periods,E,190,Default (Wilder),Volatility measure
Technical Indicators,ATR period 191,ATR_191,Average True Range lookback period,periods,E,191,Default (Wilder),Volatility measure
Technical Indicators,ATR period 192,ATR_192,Average True Range lookback period,periods,E,192,Default (Wilder),Volatility measure
Technical Indicators,ATR period 193,ATR_193,Average True Range lookback period,periods,E,193,Default (Wilder),Volatility measure
Technical Indicators,ATR period 194,ATR_194,Average True Range lookback period,periods,E,194,Default (Wilder),Volatility measure
Technical Indicators,ATR period 195,ATR_195,Average True Range lookback period,periods,E,195,Default (Wilder),Volatility measure
Technical Indicators,ATR period 196,ATR_196,Average True Range lookback period,periods,E,196,Default (Wilder),Volatility measure
Technical Indicators,ATR period 197,ATR_197,Average True Range lookback period,periods,E,197,Default (Wilder),Volatility measure
Technical Indicators,ATR period 198,ATR_198,Average True Range lookback period,periods,E,198,Default (Wilder),Volatility measure
Technical Indicators,ATR period 199,ATR_199,Average True Range lookback period,periods,E,199,Default (Wilder),Volatility measure
Technical Indicators,ATR period 200,ATR_200,Average True Range lookback period,periods,E,200,Default (Wilder),Volatility measure
Technical Indicators,ATR period 201,ATR_201,Average True Range lookback period,periods,E,201,Default (Wilder),Volatility measure
Technical Indicators,ATR period 202,ATR_202,Average True Range lookback period,periods,E,202,Default (Wilder),Volatility measure
Technical Indicators,ATR period 203,ATR_203,Average True Range lookback period,periods,E,203,Default (Wilder),Volatility measure
Technical Indicators,ATR period 204,ATR_204,Average True Range lookback period,periods,E,204,Default (Wilder),Volatility measure
Technical Indicators,ATR period 205,ATR_205,Average True Range lookback period,periods,E,205,Default (Wilder),Volatility measure
Technical Indicators,ATR period 206,ATR_206,Average True Range lookback period,periods,E,206,Default (Wilder),Volatility measure
Technical Indicators,ATR period 207,ATR_207,Average True Range lookback period,periods,E,207,Default (Wilder),Volatility measure
Technical Indicators,ATR period 208,ATR_208,Average True Range lookback period,periods,E,208,Default (Wilder),Volatility measure
Technical Indicators,ATR period 209,ATR_209,Average True Range lookback period,periods,E,209,Default (Wilder),Volatility measure
Technical Indicators,ATR period 210,ATR_210,Average True Range lookback period,periods,E,210,Default (Wilder),Volatility measure
Technical Indicators,ATR period 211,ATR_211,Average True Range lookback period,periods,E,211,Default (Wilder),Volatility measure
Technical Indicators,ATR period 212,ATR_212,Average True Range lookback period,periods,E,212,Default (Wilder),Volatility measure
Technical Indicators,ATR period 213,ATR_213,Average True Range lookback period,periods,E,213,Default (Wilder),Volatility measure
Technical Indicators,ATR period 214,ATR_214,Average True Range lookback period,periods,E,214,Default (Wilder),Volatility measure
Technical Indicators,ATR period 215,ATR_215,Average True Range lookback period,periods,E,215,Default (Wilder),Volatility measure
Technical Indicators,ATR period 216,ATR_216,Average True Range lookback period,periods,E,216,Default (Wilder),Volatility measure
Technical Indicators,ATR period 217,ATR_217,Average True Range lookback period,periods,E,217,Default (Wilder),Volatility measure
Technical Indicators,ATR period 218,ATR_218,Average True Range lookback period,periods,E,218,Default (Wilder),Volatility measure
Technical Indicators,ATR period 219,ATR_219,Average True Range lookback period,periods,E,219,Default (Wilder),Volatility measure
Technical Indicators,ATR period 220,ATR_220,Average True Range lookback period,periods,E,220,Default (Wilder),Volatility measure
Technical Indicators,ATR period 221,ATR_221,Average True Range lookback period,periods,E,221,Default (Wilder),Volatility measure
Technical Indicators,ATR period 222,ATR_222,Average True Range lookback period,periods,E,222,Default (Wilder),Volatility measure
Technical Indicators,ATR period 223,ATR_223,Average True Range lookback period,periods,E,223,Default (Wilder),Volatility measure
Technical Indicators,ATR period 224,ATR_224,Average True Range lookback period,periods,E,224,Default (Wilder),Volatility measure
Technical Indicators,ATR period 225,ATR_225,Average True Range lookback period,periods,E,225,Default (Wilder),Volatility measure
Technical Indicators,ATR period 226,ATR_226,Average True Range lookback period,periods,E,226,Default (Wilder),Volatility measure
Technical Indicators,ATR period 227,ATR_227,Average True Range lookback period,periods,E,227,Default (Wilder),Volatility measure
Technical Indicators,ATR period 228,ATR_228,Average True Range lookback period,periods,E,228,Default (Wilder),Volatility measure
Technical Indicators,ATR period 229,ATR_229,Average True Range lookback period,periods,E,229,Default (Wilder),Volatility measure
Technical Indicators,ATR period 230,ATR_230,Average True Range lookback period,periods,E,230,Default (Wilder),Volatility measure
Technical Indicators,ATR period 231,ATR_231,Average True Range lookback period,periods,E,231,Default (Wilder),Volatility measure
Technical Indicators,ATR period 232,ATR_232,Average True Range lookback period,periods,E,232,Default (Wilder),Volatility measure
Technical Indicators,ATR period 233,ATR_233,Average True Range lookback period,periods,E,233,Default (Wilder),Volatility measure
Technical Indicators,ATR period 234,ATR_234,Average True Range lookback period,periods,E,234,Default (Wilder),Volatility measure
Technical Indicators,ATR period 235,ATR_235,Average True Range lookback period,periods,E,235,Default (Wilder),Volatility measure
Technical Indicators,ATR period 236,ATR_236,Average True Range lookback period,periods,E,236,Default (Wilder),Volatility measure
Technical Indicators,ATR period 237,ATR_237,Average True Range lookback period,periods,E,237,Default (Wilder),Volatility measure
Technical Indicators,ATR period 238,ATR_238,Average True Range lookback period,periods,E,238,Default (Wilder),Volatility measure
Technical Indicators,ATR period 239,ATR_239,Average True Range lookback period,periods,E,239,Default (Wilder),Volatility measure
Technical Indicators,ATR period 240,ATR_240,Average True Range lookback period,periods,E,240,Default (Wilder),Volatility measure
Technical Indicators,ATR period 241,ATR_241,Average True Range lookback period,periods,E,241,Default (Wilder),Volatility measure
Technical Indicators,ATR period 242,ATR_242,Average True Range lookback period,periods,E,242,Default (Wilder),Volatility measure
Technical Indicators,ATR period 243,ATR_243,Average True Range lookback period,periods,E,243,Default (Wilder),Volatility measure
Technical Indicators,ATR period 244,ATR_244,Average True Range lookback period,periods,E,244,Default (Wilder),Volatility measure
Technical Indicators,ATR period 245,ATR_245,Average True Range lookback period,periods,E,245,Default (Wilder),Volatility measure
Technical Indicators,ATR period 246,ATR_246,Average True Range lookback period,periods,E,246,Default (Wilder),Volatility measure
Technical Indicators,ATR period 247,ATR_247,Average True Range lookback period,periods,E,247,Default (Wilder),Volatility measure
Technical Indicators,ATR period 248,ATR_248,Average True Range lookback period,periods,E,248,Default (Wilder),Volatility measure
Technical Indicators,ATR period 249,ATR_249,Average True Range lookback period,periods,E,249,Default (Wilder),Volatility measure
Technical Indicators,ATR period 250,ATR_250,Average True Range lookback period,periods,E,250,Default (Wilder),Volatility measure
Technical Indicators,ATR period 251,ATR_251,Average True Range lookback period,periods,E,251,Default (Wilder),Volatility measure
Technical Indicators,ATR period 252,ATR_252,Average True Range lookback period,periods,E,252,Default (Wilder),Volatility measure
Technical Indicators,ATR period 253,ATR_253,Average True Range lookback period,periods,E,253,Default (Wilder),Volatility measure
Technical Indicators,ATR period 254,ATR_254,Average True Range lookback period,periods,E,254,Default (Wilder),Volatility measure
Technical Indicators,ATR period 255,ATR_255,Average True Range lookback period,periods,E,255,Default (Wilder),Volatility measure
Technical Indicators,ATR period 256,ATR_256,Average True Range lookback period,periods,E,256,Default (Wilder),Volatility measure
Technical Indicators,ATR period 257,ATR_257,Average True Range lookback period,periods,E,257,Default (Wilder),Volatility measure
Technical Indicators,ATR period 258,ATR_258,Average True Range lookback period,periods,E,258,Default (Wilder),Volatility measure
Technical Indicators,ATR period 259,ATR_259,Average True Range lookback period,periods,E,259,Default (Wilder),Volatility measure
Technical Indicators,ATR period 260,ATR_260,Average True Range lookback period,periods,E,260,Default (Wilder),Volatility measure
Technical Indicators,ATR period 261,ATR_261,Average True Range lookback period,periods,E,261,Default (Wilder),Volatility measure
Technical Indicators,ATR period 262,ATR_262,Average True Range lookback period,periods,E,262,Default (Wilder),Volatility measure
Technical Indicators,ATR period 263,ATR_263,Average True Range lookback period,periods,E,263,Default (Wilder),Volatility measure
